"variable","label","tipo","niveles","n_categorias","n_missings","perc_missings","minimo","maximo","media","mediana","sd","iqr","primera_fecha","ultima_fecha"
"g1_H","G1 Para el último periodo de producción de arroz, ¿usted hizo: Cincelada con cincel vibratorio","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_I","G1 Para el último periodo de producción de arroz, ¿usted hizo: Nivelada con Land Plane","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_J","G1 Para el último periodo de producción de arroz, ¿usted hizo: Nivelación con láser","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_K","G1 Para el último periodo de producción de arroz, ¿usted hizo: Fangueo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_L","G1 Para el último periodo de producción de arroz, ¿usted hizo: Machete o azadón","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_M","G1 Para el último periodo de producción de arroz, ¿usted hizo: Quema","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_N","G1 Para el último periodo de producción de arroz, ¿usted hizo: Arado de discos","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_O","G1 Para el último periodo de producción de arroz, ¿usted hizo: Nivelación georeferenciada (RTK)","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_P","G1 Para el último periodo de producción de arroz, ¿usted hizo: Otra, especifique","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g1_1a","G1 Nombre otra actividad","character",,,0,0,,,,,,,,
"g1_1b","G1 Nombre otra actividad","character",,,0,0,,,,,,,,
"g1_x_1","G1x Numero de pases: Rastra","numeric",,,30,8.4985835694051,1,5,2.54179566563467,2,0.705316453609802,1,,
"g1_x_2","G1x Numero de pases: Rastrillo o Pulido","numeric",,,258,73.0878186968839,1,5,1.29473684210526,1,0.616677511682933,0,,
"g1_x_3","G1x Numero de pases: Caballoneo convencional","numeric",,,304,86.1189801699717,1,3,1.12244897959184,1,0.389050824723052,0,,
"g1_x_4","G1x Numero de pases: Caballoneada con taipa","numeric",,,188,53.2577903682719,1,5,1.04242424242424,1,0.355299858784976,0,,
"g1_x_5","G1x Numero de pases: Drenajes","numeric",,,352,99.7167138810198,3,3,3,3,,0,,
"g1_x_6","G1x Numero de pases: Preabonamiento","numeric",,,352,99.7167138810198,3,3,3,3,,0,,
"g1_x_7","G1x Numero de pases: Análisis de suelo","labelled",,,353,100,,,,,,,,
"g1_x_8","G1x Numero de pases: Cincelada con cincel vibratorio","numeric",,,343,97.1671388101983,1,1,1,1,0,0,,
"g1_x_9","G1x Numero de pases: Nivelada con Land Plane","numeric",,,247,69.971671388102,1,3,1.10377358490566,1,0.336062502208794,0,,
"g1_x_10","G1x Numero de pases: Nivelación con láser","numeric",,,282,79.8866855524079,0,6,1.32394366197183,1,1.10550115186764,0,,
"g1_x_11","G1x Numero de pases: Fangueo ","numeric",,,352,99.7167138810198,1,1,1,1,,0,,
"g1_x_12","G1x Numero de pases: Machete o azadón","labelled",,,353,100,,,,,,,,
"g1_x_13","G1x Numero de pases: Quema","numeric",,,205,58.0736543909348,1,6,1.99324324324324,2,0.714253538528844,0,,
"g1_x_14","G1x Numero de pases: Arado de discos","numeric",,,334,94.6175637393768,1,3,1.57894736842105,1,0.692482608982125,1,,
"g1_x_15","G1x Numero de pases: Nivelación georeferenciada (RTK)","numeric",,,345,97.7337110481586,0.78,2,1.0975,1,0.372702485713663,0,,
"g1_x_16","G1x Numero de pases: Otro","labelled",,,353,100,,,,,,,,
"g1_x_17","G1x Numero de pases","labelled",,,353,100,,,,,,,,
"g1_2","G1.2 ¿En general, la maquinaria para preparación del suelo fue propia o alquilad","numeric",,,1,0.28328611898017,1,3,1.86931818181818,2,0.440113415723514,0,,
"g2","G2 ¿Utilizó encalamiento  enmiendas en el lote principal en el último periodo de","numeric",,,1,0.28328611898017,1,2,1.99147727272727,2,0.0920552264902147,0,,
"g2_1","G2.1 ¿Qué utilizó?","numeric",,,350,99.1501416430595,1,3,1.66666666666667,1,1.15470053837925,1,,
"g2_1a","G2.1 Que otra cosa utilizó","character",,,0,0,,,,,,,,
"g2_2_c","G2.2 Cantidad total de [insumo G_2_1] por hectárea","numeric",,,350,99.1501416430595,0.79,15,5.93,2,7.8781152568365,7.105,,
"g2_2_u","G2.2 Unidad","numeric",,,350,99.1501416430595,2,99,34.3333333333333,2,56.0029761113937,48.5,,
"g2_2_ua","G2.2 Otra unidad","character",,,0,0,,,,,,,,
"g2_2_e","G2.2 Peso de los bultos","numeric",,,353,100,Inf,-Inf,,,,,,
"g2_3","G2.3 ¿Cuánto pagó por [unidad G_2_2_u]? ","numeric",,,349,98.8668555240793,0.79,5760000,1457500.1975,35000,2868383.55740363,1447499.8025,,
"g4","G4 ¿Cuál es el tipo de mano de obra utilizada para la preparación de suelo (incl","numeric",,,1,0.28328611898017,0,4,3.45170454545455,4,1.0717546617151,0,,
"g4_1","G4.1 Cantidad de mano de obra familiar de hombres usada en preparación de suelo:","numeric",,,340,96.3172804532578,1,20,5.30769230769231,5,5.17018077350969,4,,
"g4_2","G4.2 Cantidad de mano de obra familiar de mujeres usada en preparación de suelo:","numeric",,,340,96.3172804532578,0,6,0.461538461538462,0,1.66410058867569,0,,
"g4_3","G4.3 Cantidad de mano de obra contratada de hombres en preparación de suelo:","numeric",,,292,82.7195467422096,0.78,40,6.12754098360656,5,6.13902290155301,5,,
"g4_4","G4.4 Cantidad de mano de obra contratada de mujeres usada en preparación de suel","numeric",,,292,82.7195467422096,0,5,0.193114754098361,0,0.745357947529477,0,,
"g5","G5 ¿Cuánto pagó en TOTAL por hacer todas las actividades de preparación de suelo","numeric",,,5,1.41643059490085,0,54000000,2452504.02298851,850000,5076444.2597782,1850000,,
"g6_1","G6.1.  ¿Ha utilizado fertilizantes orgánicos en su cultivo de arroz  (en general","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2","G6.2.  ¿Cuáles abonos o fertilizantes orgánicos usted prefiere? ","character",,,0,0,,,,,,,,
"g6_2_A","G6.2 fertilizante preferido: Compost","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2_B","G6.2 fertilizante preferido: Abonos verdes","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2_C","G6.2 fertilizante preferido: Bocashi","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2_D","G6.2 fertilizante preferido: Humus de lombriz","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2_E","G6.2 fertilizante preferido: Estiércoles","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2_F","G6.2 fertilizante preferido: Bioabono","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2_G","G6.2 fertilizante preferido: Otro, especifique","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_2a","G6.2 Otro abono o fertilizante preferido","character",,,333,94.3342776203966,,,,,,,,
"g6_3","G6.3.  Los abonos/fertilizantes orgánicos usted:   ","factor","(1) Los prepara en su finca, (2) Los compra, (3) prepara y compra",3,288,81.5864022662889,,,,,,,,
"g6_4","G6.4.  ¿Cuándo compra, dónde compra los fertilizantes orgánicos (principalmente)","factor","(1) Planta de aprovechamiento de residuos orgánicos (biofábrica), (2) Almacén agropecuario, (3) Otro (especifique)",3,290,82.1529745042493,,,,,,,,
"g6_4a","G6.4 Otro lugar donde compra los fertilizante organicos","character",,,0,0,,,,,,,,
"g6_5","G6.5.  ¿Los fertilizantes orgánicos que compra tienen registro ICA? ","factor","(1) Sí, (2) No, (3) No sabe/No responde",3,290,82.1529745042493,,,,,,,,
"g6_6","G6.6.  Indique las desventajas de los fertilizantes orgánicos:  ","character",,,0,0,,,,,,,,
"g6_6_A","G6.6 Desventaja fertilizant es organicos:No se encuentran al alcance o en su municipio","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_6_B","G6.6 Desventaja fertilizantes organicos: No son eficientes para el control de plagas y enfermedades","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_6_C","G6.6 Desventaja fertilizantes organicos: No dan garantía de rendimiento o productividad","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_6_D","G6.6 Desventaja fertilizantes organicos: Son costosos","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_6_E","G6.6 Desventaja fertilizant es organicos:Otro","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_6_F","G6.6 Desventaja fertilizant es organicos:No conoce/no tiene informacion","factor","(1) Sí, (2) No",2,312,88.385269121813,,,,,,,,
"g6_6_G","G6.6 Desventaja fertilizant es organicos:No lo recomiendan los agronomos","factor","(1) Sí, (2) No",2,312,88.385269121813,,,,,,,,
"g6_6_H","G6.6 Desventaja fertilizant es organicos:El proceso es mas lento/complicado aplicarlos","factor","(1) Sí, (2) No",2,312,88.385269121813,,,,,,,,
"g6_6_0","G6.6 Desventaja fertilizant es organicos:Ninguna","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"g6_6a","G6.6 Otra desventaja de los fertilizantes orgánicos ","character",,,312,88.385269121813,,,,,,,,
"g7","G7 ¿Cuántas fertilizaciones (químicas u orgánicas) realizó en TOTAL durante el ú","numeric",,,2,0.56657223796034,1,9,4.42450142450142,4,1.1106616917718,1,,
"g7_a","G7a De estas [# G_7], ¿Cuántas fueron edáficas (suelo)?  (# eventos de fertiliza","numeric",,,2,0.56657223796034,0,6,3.80911680911681,4,0.926145354544964,1,,
"g7_b","G7b De estas [# G_7], ¿Cuántas fueron foliares (hojas)? (# eventos de fertilizac","numeric",,,2,0.56657223796034,0,4,0.612535612535613,0,0.88042983545351,1,,
"g15","G15 Tipo de mano de obra utilizada para aplicación de abonos y/o fertilizantes","factor","(1) Familiar, (2) Contratada, (3) Familiar y contratada, (4) No requirió mano de obra, (5) Contrato (por toda la actividad)",5,3,0.84985835694051,,,,,,,,
"g16_a","G16 Cantidad de mano de obra familiar de hombres usada para aplicación de abonos","numeric",,,334,94.6175637393768,0,20,5.63210526315789,4,5.80396663110418,5,,
"g16_b","G16 Cantidad de mano de obra familiar de mujeres usada para aplicación de abonos","numeric",,,334,94.6175637393768,0,6,0.315789473684211,0,1.37649440322337,0,,
"g17_a","G17 Cantidad de mano de obra contratada de hombres para aplicación de abonos y/o","numeric",,,302,85.5524079320113,1,60,9.31372549019608,6,10.8728840628022,7,,
"g17_b","G17 Cantidad de mano de obra contratada de mujeres usada para aplicación de abon","numeric",,,302,85.5524079320113,0,3,0.0588235294117647,0,0.420084025208403,0,,
"g18","G18 ¿Cuánto pagó en TOTAL por hacer todas las aplicaciones de abono y/o fertiliz","numeric",,,11,3.11614730878187,0,12000000,1094546.05847953,607200,1464907.57894817,1072500,,
"id_lote_g6_1"," ""ID lote""","numeric",,,2,0.56657223796034,1,5,1.13675213675214,1,0.543627754562932,0,,
"id_lote_g6_2"," ""ID lote""","numeric",,,9,2.54957507082153,1,5,1.13953488372093,1,0.548792274798674,0,,
"id_lote_g6_3"," ""ID lote""","numeric",,,17,4.81586402266289,1,5,1.13690476190476,1,0.545544725589981,0,,
"id_lote_g6_4","""ID lote""","numeric",,,55,15.5807365439093,1,5,1.14765100671141,1,0.572969568957938,0,,
"id_lote_g6_5"," ""ID lote""","numeric",,,218,61.7563739376771,1,5,1.28148148148148,1,0.78846016425984,0,,
"id_lote_g6_6"," ""ID lote""","numeric",,,320,90.6515580736544,1,3,1.18181818181818,1,0.464660188642293,0,,
"id_lote_g6_7"," ""ID lote""","numeric",,,337,95.4674220963173,1,2,1.25,1,0.447213595499958,0.25,,
"g8_1","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,2,0.56657223796034,1,45,16.4900284900285,15,6.6456677832179,8,,
"g8_2","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,14,3.96600566572238,1,60,30.330383480826,30,8.53655506265346,10,,
"g8_3","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,25,7.08215297450425,1,90,44.9420731707317,45,10.7282101744954,10,,
"g8_4","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,62,17.5637393767705,4,100,58.4501718213058,60,11.8775400174837,13,,
"g8_5","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,218,61.7563739376771,0,100,64.8718518518519,70,18.1973577377213,15,,
"g8_6","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,320,90.6515580736544,15,99,64.3939393939394,72,23.7328087701648,35,,
"g8_7","G8 Para la [ID G_7_1] ¿A los cuántos días después de la emergencia/trasplante fe","numeric",,,337,95.4674220963173,20,100,70.625,76.5,18.604210992855,16.25,,
"g7_1_1","ID de eventos de fertilización ","numeric",,,2,0.56657223796034,1,1,1,1,0,0,,
"g7_1_2","ID de eventos de fertilización ","numeric",,,9,2.54957507082153,2,2,2,2,0,0,,
"g7_1_3","ID de eventos de fertilización ","numeric",,,17,4.81586402266289,3,3,3,3,0,0,,
"g7_1_4","ID de eventos de fertilización ","numeric",,,55,15.5807365439093,4,4,4,4,0,0,,
"g7_1_5","ID de eventos de fertilización ","numeric",,,218,61.7563739376771,5,5,5,5,0,0,,
"g7_1_6","ID de eventos de fertilización ","numeric",,,320,90.6515580736544,6,6,6,6,0,0,,
"g7_1_7","ID de eventos de fertilización ","numeric",,,337,95.4674220963173,7,7,7,7,0,0,,
"g10_1_1","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,2,0.56657223796034,,,,,,,,
"g10_1_2","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,9,2.54957507082153,,,,,,,,
"g10_1_3","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,19,5.38243626062323,,,,,,,,
"g10_1_4","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,60,16.9971671388102,,,,,,,,
"g10_1_5","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,218,61.7563739376771,,,,,,,,
"g10_1_6","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,320,90.6515580736544,,,,,,,,
"g10_1_7","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,337,95.4674220963173,,,,,,,,
"g10_2_1","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,139,39.3767705382436,,,,,,,,
"g10_2_2","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,103,29.1784702549575,,,,,,,,
"g10_2_3","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,124,35.1274787535411,,,,,,,,
"g10_2_4","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,182,51.5580736543909,,,,,,,,
"g10_2_5","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,307,86.9688385269122,,,,,,,,
"g10_2_6","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,340,96.3172804532578,,,,,,,,
"g10_2_7","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,345,97.7337110481586,,,,,,,,
"g10_3_1","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,233,66.0056657223796,,,,,,,,
"g10_3_2","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,211,59.7733711048159,,,,,,,,
"g10_3_3","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,226,64.0226628895184,,,,,,,,
"g10_3_4","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,281,79.6033994334278,,,,,,,,
"g10_3_5","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,333,94.3342776203966,,,,,,,,
"g10_3_6","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,345,97.7337110481586,,,,,,,,
"g10_3_7","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,350,99.1501416430595,,,,,,,,
"g10_4_1","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,318,90.0849858356941,,,,,,,,
"g10_4_2","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,324,91.7847025495751,,,,,,,,
"g10_4_3","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,338,95.7507082152975,,,,,,,,
"g10_4_4","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,347,98.300283286119,,,,,,,,
"g10_4_5","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,349,98.8668555240793,,,,,,,,
"g10_4_6","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,349,98.8668555240793,,,,,,,,
"g10_4_7","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,352,99.7167138810198,,,,,,,,
"g10_5_1","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,340,96.3172804532578,,,,,,,,
"g10_5_2","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,350,99.1501416430595,,,,,,,,
"g10_5_3","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,350,99.1501416430595,,,,,,,,
"g10_5_4","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,352,99.7167138810198,,,,,,,,
"g10_5_5","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,352,99.7167138810198,,,,,,,,
"g10_5_6","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,351,99.4334277620397,,,,,,,,
"g10_5_7","G10 ¿Qué productos utilizó para fertilizar/abonar el lote principal en el último","character",,,352,99.7167138810198,,,,,,,,
"g10_c_1_1","G10 Nombre de insumo corregido","character",,,2,0.56657223796034,,,,,,,,
"g10_c_1_2","G10 Nombre de insumo corregido","character",,,9,2.54957507082153,,,,,,,,
"g10_c_1_3","G10 Nombre de insumo corregido","character",,,19,5.38243626062323,,,,,,,,
"g10_c_1_4","G10 Nombre de insumo corregido","character",,,60,16.9971671388102,,,,,,,,
"g10_c_1_5","G10 Nombre de insumo corregido","character",,,218,61.7563739376771,,,,,,,,
"g10_c_1_6","G10 Nombre de insumo corregido","character",,,320,90.6515580736544,,,,,,,,
"g10_c_1_7","G10 Nombre de insumo corregido","character",,,337,95.4674220963173,,,,,,,,
"g10_c_2_1","G10 Nombre de insumo corregido","character",,,139,39.3767705382436,,,,,,,,
"g10_c_2_2","G10 Nombre de insumo corregido","character",,,103,29.1784702549575,,,,,,,,
"g10_c_2_3","G10 Nombre de insumo corregido","character",,,124,35.1274787535411,,,,,,,,
"g10_c_2_4","G10 Nombre de insumo corregido","character",,,182,51.5580736543909,,,,,,,,
"g10_c_2_5","G10 Nombre de insumo corregido","character",,,307,86.9688385269122,,,,,,,,
"g10_c_2_6","G10 Nombre de insumo corregido","character",,,340,96.3172804532578,,,,,,,,
"g10_c_2_7","G10 Nombre de insumo corregido","character",,,345,97.7337110481586,,,,,,,,
"g10_c_3_1","G10 Nombre de insumo corregido","character",,,233,66.0056657223796,,,,,,,,
"g10_c_3_2","G10 Nombre de insumo corregido","character",,,211,59.7733711048159,,,,,,,,
"g10_c_3_3","G10 Nombre de insumo corregido","character",,,226,64.0226628895184,,,,,,,,
"g10_c_3_4","G10 Nombre de insumo corregido","character",,,281,79.6033994334278,,,,,,,,
"g10_c_3_5","G10 Nombre de insumo corregido","character",,,333,94.3342776203966,,,,,,,,
"g10_c_3_6","G10 Nombre de insumo corregido","character",,,345,97.7337110481586,,,,,,,,
"g10_c_3_7","G10 Nombre de insumo corregido","character",,,350,99.1501416430595,,,,,,,,
"g10_c_4_1","G10 Nombre de insumo corregido","character",,,318,90.0849858356941,,,,,,,,
"g10_c_4_2","G10 Nombre de insumo corregido","character",,,324,91.7847025495751,,,,,,,,
"g10_c_4_3","G10 Nombre de insumo corregido","character",,,338,95.7507082152975,,,,,,,,
"g10_c_4_4","G10 Nombre de insumo corregido","character",,,347,98.300283286119,,,,,,,,
"g10_c_4_5","G10 Nombre de insumo corregido","character",,,349,98.8668555240793,,,,,,,,
"g10_c_4_6","G10 Nombre de insumo corregido","character",,,349,98.8668555240793,,,,,,,,
"g10_c_4_7","G10 Nombre de insumo corregido","character",,,352,99.7167138810198,,,,,,,,
"g10_c_5_1","G10 Nombre de insumo corregido","character",,,340,96.3172804532578,,,,,,,,
"g10_c_5_2","G10 Nombre de insumo corregido","character",,,350,99.1501416430595,,,,,,,,
"g10_c_5_3","G10 Nombre de insumo corregido","character",,,350,99.1501416430595,,,,,,,,
"g10_c_5_4","G10 Nombre de insumo corregido","character",,,352,99.7167138810198,,,,,,,,
"g10_c_5_5","G10 Nombre de insumo corregido","character",,,352,99.7167138810198,,,,,,,,
"g10_c_5_6","G10 Nombre de insumo corregido","character",,,351,99.4334277620397,,,,,,,,
"g10_c_5_7","G10 Nombre de insumo corregido","character",,,352,99.7167138810198,,,,,,,,
"g9_1_1","ID del insumo","numeric",,,2,0.56657223796034,1,1,1,1,0,0,,
"g9_1_2","ID del insumo","numeric",,,9,2.54957507082153,1,1,1,1,0,0,,
"g9_1_3","ID del insumo","numeric",,,19,5.38243626062323,1,1,1,1,0,0,,
"g9_1_4","ID del insumo","numeric",,,58,16.4305949008499,1,1,1,1,0,0,,
"g9_1_5","ID del insumo","numeric",,,218,61.7563739376771,1,1,1,1,0,0,,
"g9_1_6","ID del insumo","numeric",,,320,90.6515580736544,1,1,1,1,0,0,,
"g9_1_7","ID del insumo","numeric",,,337,95.4674220963173,1,1,1,1,0,0,,
"g9_2_1","ID del insumo","numeric",,,136,38.5269121813031,2,2,2,2,0,0,,
"g9_2_2","ID del insumo","numeric",,,102,28.8951841359773,2,2,2,2,0,0,,
"g9_2_3","ID del insumo","numeric",,,123,34.8441926345609,2,2,2,2,0,0,,
"g9_2_4","ID del insumo","numeric",,,181,51.2747875354108,2,2,2,2,0,0,,
"g9_2_5","ID del insumo","numeric",,,307,86.9688385269122,2,2,2,2,0,0,,
"g9_2_6","ID del insumo","numeric",,,340,96.3172804532578,2,2,2,2,0,0,,
"g9_2_7","ID del insumo","numeric",,,345,97.7337110481586,2,2,2,2,0,0,,
"g9_3_1","ID del insumo","numeric",,,232,65.7223796033994,3,3,3,3,0,0,,
"g9_3_2","ID del insumo","numeric",,,210,59.4900849858357,3,3,3,3,0,0,,
"g9_3_3","ID del insumo","numeric",,,226,64.0226628895184,3,3,3,3,0,0,,
"g9_3_4","ID del insumo","numeric",,,280,79.3201133144476,3,3,3,3,0,0,,
"g9_3_5","ID del insumo","numeric",,,332,94.0509915014164,3,3,3,3,0,0,,
"g9_3_6","ID del insumo","numeric",,,345,97.7337110481586,3,3,3,3,0,0,,
"g9_3_7","ID del insumo","numeric",,,350,99.1501416430595,3,3,3,3,0,0,,
"g9_4_1","ID del insumo","numeric",,,317,89.8016997167139,4,4,4,4,0,0,,
"g9_4_2","ID del insumo","numeric",,,324,91.7847025495751,4,4,4,4,0,0,,
"g9_4_3","ID del insumo","numeric",,,338,95.7507082152975,4,4,4,4,0,0,,
"g9_4_4","ID del insumo","numeric",,,346,98.0169971671388,4,4,4,4,0,0,,
"g9_4_5","ID del insumo","numeric",,,349,98.8668555240793,4,4,4,4,0,0,,
"g9_4_6","ID del insumo","numeric",,,349,98.8668555240793,4,4,4,4,0,0,,
"g9_4_7","ID del insumo","numeric",,,352,99.7167138810198,4,4,4,4,,0,,
"g9_5_1","ID del insumo","numeric",,,341,96.600566572238,5,5,5,5,0,0,,
"g9_5_2","ID del insumo","numeric",,,350,99.1501416430595,5,5,5,5,0,0,,
"g9_5_3","ID del insumo","numeric",,,350,99.1501416430595,5,5,5,5,0,0,,
"g9_5_4","ID del insumo","numeric",,,352,99.7167138810198,5,5,5,5,,0,,
"g9_5_5","ID del insumo","numeric",,,352,99.7167138810198,5,5,5,5,,0,,
"g9_5_6","ID del insumo","numeric",,,351,99.4334277620397,5,5,5,5,0,0,,
"g9_5_7","ID del insumo","numeric",,,352,99.7167138810198,5,5,5,5,,0,,
"g11_1_1","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,2,0.56657223796034,,,,,,,,
"g11_1_2","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,9,2.54957507082153,,,,,,,,
"g11_1_3","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,19,5.38243626062323,,,,,,,,
"g11_1_4","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,58,16.4305949008499,,,,,,,,
"g11_1_5","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,218,61.7563739376771,,,,,,,,
"g11_1_6","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,320,90.6515580736544,,,,,,,,
"g11_1_7","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,337,95.4674220963173,,,,,,,,
"g11_2_1","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,136,38.5269121813031,,,,,,,,
"g11_2_2","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,102,28.8951841359773,,,,,,,,
"g11_2_3","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,123,34.8441926345609,,,,,,,,
"g11_2_4","G11 ¿Qué tipo de fertilizante era?","factor","(1) Fertilizante químico, (2) Fertilizante SIN productos químicos (ejemplo: abonos orgánicos y abonos verdes), (3) Biofertilizante, (4) Bioestimulante, (5) NS/NR, (6) Otro, especificar",6,181,51.2747875354108,,,,,,,,
