"variable","label","tipo","niveles","n_categorias","n_missings","perc_missings","minimo","maximo","media","mediana","sd","iqr","primera_fecha","ultima_fecha"
"h14_F_5","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_F_6","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_F_7","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_F_8","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_F_9","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_F_10","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_F_11","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_F_12","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_F_13","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_F_14","H14 La información brindada fue en forma de: Visita a una finca piloto","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_7_1","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"h14_7_2","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_3","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_4","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_5","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_6","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_7","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_8","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_9","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_10","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_7_11","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_7_12","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_7_13","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_7_14","H14 La información brindada fue en forma de: NS/NR","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_G_1","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"h14_G_2","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_3","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_4","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_5","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_6","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_7","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_8","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_9","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_10","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,18,5.09915014164306,,,,,,,,
"h14_G_11","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_G_12","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_G_13","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14_G_14","H14 La información brindada fue en forma de: Otro, especifique","factor","(1) Sí, (2) No",2,19,5.38243626062323,,,,,,,,
"h14a_1","H14 Otra forma en la que recibieron la información","character",,,35,9.91501416430595,,,,,,,,
"h14a_2","H14 Otra forma en la que recibieron la información","character",,,82,23.2294617563739,,,,,,,,
"h14a_3","H14 Otra forma en la que recibieron la información","character",,,54,15.2974504249292,,,,,,,,
"h14a_4","H14 Otra forma en la que recibieron la información","character",,,40,11.3314447592068,,,,,,,,
"h14a_5","H14 Otra forma en la que recibieron la información","character",,,35,9.91501416430595,,,,,,,,
"h14a_6","H14 Otra forma en la que recibieron la información","character",,,33,9.34844192634561,,,,,,,,
"h14a_7","H14 Otra forma en la que recibieron la información","character",,,18,5.09915014164306,,,,,,,,
"h14a_8","H14 Otra forma en la que recibieron la información","character",,,19,5.38243626062323,,,,,,,,
"h14a_9","H14 Otra forma en la que recibieron la información","character",,,58,16.4305949008499,,,,,,,,
"h14a_10","H14 Otra forma en la que recibieron la información","character",,,71,20.1133144475921,,,,,,,,
"h14a_11","H14 Otra forma en la que recibieron la información","character",,,47,13.314447592068,,,,,,,,
"h14a_12","H14 Otra forma en la que recibieron la información","character",,,31,8.78186968838527,,,,,,,,
"h14a_13","H14 Otra forma en la que recibieron la información","character",,,23,6.51558073654391,,,,,,,,
"h14a_14","H14 Otra forma en la que recibieron la información","character",,,34,9.63172804532578,,,,,,,,
"h15_1","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,317,89.8016997167139,,,,,,,,
"h15_2","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,289,81.8696883852691,,,,,,,,
"h15_3","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,316,89.5184135977337,,,,,,,,
"h15_4","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"h15_5","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,336,95.1841359773371,,,,,,,,
"h15_6","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,338,95.7507082152975,,,,,,,,
"h15_7","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,353,100,,,,,,,,
"h15_8","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"h15_9","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,313,88.6685552407932,,,,,,,,
"h15_10","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,299,84.7025495750708,,,,,,,,
"h15_11","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,325,92.0679886685552,,,,,,,,
"h15_12","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,341,96.600566572238,,,,,,,,
"h15_13","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,349,98.8668555240793,,,,,,,,
"h15_14","H15 ¿Ustedes pagaron por la asesoría?","factor","(1) Sí, (2) No",2,338,95.7507082152975,,,,,,,,
"h16_1","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,317,89.8016997167139,,,,,,,,
"h16_2","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,289,81.8696883852691,,,,,,,,
"h16_3","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,316,89.5184135977337,,,,,,,,
"h16_4","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"h16_5","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,336,95.1841359773371,,,,,,,,
"h16_6","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,338,95.7507082152975,,,,,,,,
"h16_7","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,353,100,,,,,,,,
"h16_8","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"h16_9","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,313,88.6685552407932,,,,,,,,
"h16_10","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,299,84.7025495750708,,,,,,,,
"h16_11","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,325,92.0679886685552,,,,,,,,
"h16_12","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,341,96.600566572238,,,,,,,,
"h16_13","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,349,98.8668555240793,,,,,,,,
"h16_14","H16 ¿Usted siguió las recomendaciones recibidas por la asistencia técnica sobre ","factor","(1) Sí, (2) No",2,338,95.7507082152975,,,,,,,,
"j1","J1 ¿Usted considera que el clima es importante en el desarrollo de su cultivo?","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"j2","J2 ¿Ha escuchado sobre pronósticos agroclimáticos?","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
