a10,id_lote_g6,g7_1,g10_1,g10_2,g10_3,g10_4,g10_5,g10_c_1,g10_c_2,g10_c_3,g10_c_4,g10_c_5,g9_1,g9_2,g9_3,g9_4,g9_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,K2O_1,K2O_2,K2O_3,K2O_4,K2O_5,Ntotal_1,Ntotal_2,Ntotal_3,Ntotal_4,Ntotal_5,Namoniacal_1,Namoniacal_2,Namoniacal_3,Namoniacal_4,Namoniacal_5,Nnitrico_1,Nnitrico_2,Nnitrico_3,Nnitrico_4,Nnitrico_5,Nureico_1,Nureico_2,Nureico_3,Nureico_4,Nureico_5,P2O5_1,P2O5_2,P2O5_3,P2O5_4,P2O5_5,Tipo_Nivel_0_1,Tipo_Nivel_0_2,Tipo_Nivel_0_3,Tipo_Nivel_0_4,Tipo_Nivel_0_5,Tipo_Nivel_1_1,Tipo_Nivel_1_2,Tipo_Nivel_1_3,Tipo_Nivel_1_4,Tipo_Nivel_1_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,row,cantidad_litros_ha_1,cantidad_litros_ha_2,cantidad_litros_ha_3,cantidad_litros_ha_4,cantidad_litros_ha_5,cantidad_kilos_ha_1,cantidad_kilos_ha_2,cantidad_kilos_ha_3,cantidad_kilos_ha_4,cantidad_kilos_ha_5,ax_2,a11,a12,a12a,a13,f4_1,f5_1,_merge
DS4055,1,3,urea recubierta,patencali,sulfato de amonio,,,Urea,Patentkali,Sulfato de Amonio,,,1,2,3,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,30,,,,46,0,,,,0,0,,,,0,0,,,,46,0,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,DISAN,,,,3,,,,,,100,50,50,,,el guasimo,Tolima,LÉRIDA,,73408009,FL Fedearroz 68,10,Matched (3)
DS4055,1,4,urea,,,,,Urea,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,150,,,,,el guasimo,Tolima,LÉRIDA,,73408009,FL Fedearroz 68,10,Matched (3)
DS4055,1,5,fertibon fosforo,,,,,Fertibom Fosforo,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,40,,,,,.5600000000000001,,,,,.54,,,,,0,,,,,0,,,,,0,,,,,13.35,,,,,Fertilizante edafico,,,,,Fertilizante organico,,,,,Compost,,,,,Fertilizacion edafica,,,,,WALCO AGRO,,,,,5,,,,,,120,,,,,el guasimo,Tolima,LÉRIDA,,73408009,FL Fedearroz 68,10,Matched (3)
DS4056,1,1,rafos,elementos menores,,,,YaraMila RAFOS,Fertilizante menores,,,,1,2,,,,4,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,12,0,,,,12,0,,,,8.880000000000001,0,,,,3.2,0,,,,0,0,,,,24,3,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,YARA,ARROCERO,,,,1,,,,,,200,50,,,,parcela 2,Tolima,ALVARADO,,73026012,Fedearroz 67,2.5,Matched (3)
DS4056,1,2,urea,kcl,sam,,,Urea,KCl,Sulfato de amonio SAM,,,1,2,3,,,2,2,2,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,100,100,100,,,parcela 2,Tolima,ALVARADO,,73026012,Fedearroz 67,2.5,Matched (3)
DS4056,1,3,amidas,pateencali,sam,sam,,YaraVera AMIDAS,Patentkali,Sulfato de amonio SAM,Sulfato de amonio SAM,,1,2,3,4,,2,1,1,1,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,50,50,,0,30,,,,40,0,,,,5,0,,,,0,0,,,,35,0,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,YARA,DISAN,,,,3,,,,,,100,50,50,50,,parcela 2,Tolima,ALVARADO,,73026012,Fedearroz 67,2.5,Matched (3)
DS4056,1,4,amidas,pateencali,,,,YaraVera AMIDAS,Patentkali,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,30,,,,40,0,,,,5,0,,,,0,0,,,,35,0,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,YARA,DISAN,,,,4,,,,,,100,50,,,,parcela 2,Tolima,ALVARADO,,73026012,Fedearroz 67,2.5,Matched (3)
DS4056,1,5,urea,sam,,,,Urea,Sulfato de amonio SAM,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,50,50,,,,parcela 2,Tolima,ALVARADO,,73026012,Fedearroz 67,2.5,Matched (3)
DS4057,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,el encanto,Tolima,LÉRIDA,,73408012,Fedearroz 2020,1,Matched (3)
DS4057,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,150,,,,,el encanto,Tolima,LÉRIDA,,73408012,Fedearroz 2020,1,Matched (3)
DS4057,1,3,urea,sulfato,,,,Urea,Sulfato de Amonio,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,150,50,,,,el encanto,Tolima,LÉRIDA,,73408012,Fedearroz 2020,1,Matched (3)
DS4057,1,4,urea,sulfato,,,,Urea,Sulfato de Amonio,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,50,50,,,,el encanto,Tolima,LÉRIDA,,73408012,Fedearroz 2020,1,Matched (3)
DS4057,1,5,urea,,,,,Urea,,,,,1,,,,,1,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,50,,,,,el encanto,Tolima,LÉRIDA,,73408012,Fedearroz 2020,1,Matched (3)
DS4057,1,6,formardor 2000,engeo,formador 2000,,,Formador 2000,Engeo,Formador 2000,,,1,2,3,,,1,.4,1,,,Litros,Litros,Litros,,,,cc,,,,,,,,,10.71,0,10.71,,,5.14,0,5.14,,,1,0,1,,,3.07,0,3.07,,,1.07,0,1.07,,,14.29,0,14.29,,,Fertilizante foliar,Insecticida,Fertilizante foliar,,,Fertilizante quimico,Agroquimico,Fertilizante quimico,,,Fertilizante quimico,Agroquimico,Fertilizante quimico,,,Fertilizacion foliar,Agroquimico,Fertilizacion foliar,,,HALCON COLOMBIA,SYNGENTA,HALCON COLOMBIA,,,6,1,.40000001,1,,,,,,,,el encanto,Tolima,LÉRIDA,,73408012,Fedearroz 2020,1,Matched (3)
DS4058,1,1,urea,silofox,dombo  zinc,kcl,,Urea,Siliphos Balance,dombo  zinc,KCl,,1,2,3,4,,2,1,20,1,,Bultos,Bultos,Kilos,Bultos,,,,,,,50,50,,50,,0,0,,,,46,0,,,,0,0,,,,0,0,,,,46,0,,,,0,12,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,AGROSILICIUM,,,,1,,,,,,100,50,20,50,,asomadero,Tolima,LÉRIDA,,73408011,Fedearroz 67,10,Matched (3)
DS4058,1,2,urea,dumbo zin,kcl,sam,sam,Urea,Zinc,KCl,Sulfato de amonio SAM,Sulfato de amonio SAM,1,2,3,4,5,2,20,1,1,2,Bultos,Kilos,Bultos,Bultos,Bultos,,,,,,50,,50,50,50,0,3,,,,46,0,,,,0,0,,,,0,0,,,,46,0,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,CAMPOFERT,,,,2,,,,,,100,20,50,50,100,asomadero,Tolima,LÉRIDA,,73408011,Fedearroz 67,10,Matched (3)
DS4058,1,3,urea,sam,kcl,,,Urea,Sulfato de amonio SAM,KCl,,,1,2,3,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,50,50,,,asomadero,Tolima,LÉRIDA,,73408011,Fedearroz 67,10,Matched (3)
DS4058,1,4,urea,kcl,sam,,,Urea,KCl,Sulfato de amonio SAM,,,1,2,3,,,1,1,.5,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,50,50,25,,,asomadero,Tolima,LÉRIDA,,73408011,Fedearroz 67,10,Matched (3)
DS4111,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,trinida,Tolima,ESPINAL,,73268011,Fedearroz 67,60,Matched (3)
DS4111,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,trinida,Tolima,ESPINAL,,73268011,Fedearroz 67,60,Matched (3)
DS4111,1,3,tercer estado,,,,,AGRO TERCER ESTADO 24-0-17,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,200,,,,,trinida,Tolima,ESPINAL,,73268011,Fedearroz 67,60,Matched (3)
DS4111,1,4,nutrimat,boro,,,,Nutrimax,Borozinco,,,,1,2,,,,2,1.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,3.45,,,,,.83,,,,,2.28,,,,,.35,,,,,0,,,,,Fertilizante foliar,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion foliar,,,,,MICROFERTISA,,,,4,,,,,,100,75,,,,trinida,Tolima,ESPINAL,,73268011,Fedearroz 67,60,Matched (3)
DS4111,1,5,amidas,,,,,YaraVera AMIDAS,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,100,,,,,trinida,Tolima,ESPINAL,,73268011,Fedearroz 67,60,Matched (3)
ES1001,1,1,triple18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,el naranjal,Tolima,ESPINAL,,73268002,Fedearroz 67,4,Matched (3)
ES1001,1,2,active 3,,,,,Balance Mix - Active 3,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,150,,,,,el naranjal,Tolima,ESPINAL,,73268002,Fedearroz 67,4,Matched (3)
ES1001,1,3,active3,,,,,Balance Mix - Active 3,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,150,,,,,el naranjal,Tolima,ESPINAL,,73268002,Fedearroz 67,4,Matched (3)
ES1001,1,4,active 3,,,,,Balance Mix - Active 3,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,150,,,,,el naranjal,Tolima,ESPINAL,,73268002,Fedearroz 67,4,Matched (3)
ES1001,1,5,sulfato de amonio,,,,,Sulfato de Amonio,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,100,,,,,el naranjal,Tolima,ESPINAL,,73268002,Fedearroz 67,4,Matched (3)
ES1002,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4.5,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,225,,,,,la ilusion,Tolima,ESPINAL,,73268003,Fedearroz 67,2,Matched (3)
ES1002,1,2,activa 3,sulfato de amonio,,,,Balance Mix - Active 3,Sulfato de Amonio,,,,1,2,,,,2.5,1.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,125,75,,,,la ilusion,Tolima,ESPINAL,,73268003,Fedearroz 67,2,Matched (3)
ES1002,1,3,activa 3,sulfato de amonio,,,,Balance Mix - Active 3,Sulfato de Amonio,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,100,50,,,,la ilusion,Tolima,ESPINAL,,73268003,Fedearroz 67,2,Matched (3)
ES1002,1,4,sulfato de amonio,potacio,,,,Sulfato de Amonio,PotaZinc,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,50,50,,,,la ilusion,Tolima,ESPINAL,,73268003,Fedearroz 67,2,Matched (3)
ES1004,1,1,triple18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,mamoncito1,Tolima,ESPINAL,,73268017,Fedearroz 67,9,Matched (3)
ES1004,1,2,triple18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,3,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,150,100,,,,mamoncito1,Tolima,ESPINAL,,73268017,Fedearroz 67,9,Matched (3)
ES1004,1,3,triple 18,,,,,Triple 18,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,,,,,mamoncito1,Tolima,ESPINAL,,73268017,Fedearroz 67,9,Matched (3)
ES1004,1,4,activa 3,,,,,Balance Mix - Active 3,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,100,,,,,mamoncito1,Tolima,ESPINAL,,73268017,Fedearroz 67,9,Matched (3)
ES1005,1,1,triple 18,ecologico,,,,Triple 18,Agrofos,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,3.85,,,,18,5.08,,,,7,5.08,,,,0,0,,,,11,0,,,,18,31.7,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante organico,,,,Fertilizante quimico,Abono organico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,AGRO ORGANICOS,,,,1,,,,,,50,50,,,,la joya 26543,Tolima,ESPINAL,,73268026,Fedearroz 2000,11,Matched (3)
ES1005,1,2,menores,triple 18,cloruro de potacio,nitrogeno,,Fertilizante menores,Triple 18,KCl,Urea,,1,2,3,4,,2,2,1,1,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,50,50,,0,18,,0,,0,18,,46,,0,7,,0,,0,0,,0,,0,11,,46,,3,18,,0,,Fertilizante edafico,Fertilizante edafico,,Fertilizante edafico,,Fertilizante quimico,Fertilizante quimico,,Fertilizante quimico,,Fertilizante quimico,Fertilizante quimico,,Fertilizante quimico,,Fertilizacion edafica,Fertilizacion edafica,,Fertilizacion edafica,,ARROCERO,NUTRIMON,,NUTRIMON,,2,,,,,,100,100,50,50,,la joya 26543,Tolima,ESPINAL,,73268026,Fedearroz 2000,11,Matched (3)
ES1005,1,3,menores,potacio,n itrogeno,,,Fertilizante menores,PotaZinc,Urea,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,0,,,0,,46,,,0,,0,,,0,,0,,,0,,46,,,3,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,ARROCERO,,NUTRIMON,,,3,,,,,,50,50,50,,,la joya 26543,Tolima,ESPINAL,,73268026,Fedearroz 2000,11,Matched (3)
ES1005,1,4,triple 18,potacio,nitrogeno,,,Triple 18,PotaZinc,Urea,,,1,2,3,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,0,,,18,,46,,,7,,0,,,0,,0,,,11,,46,,,18,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,NUTRIMON,,,4,,,,,,100,50,50,,,la joya 26543,Tolima,ESPINAL,,73268026,Fedearroz 2000,11,Matched (3)
ES1006,3,1,triple 18,amidas,face 3,nitros,triple 18,Triple 18,YaraVera AMIDAS,(Nutrimon) Ecofertil fase 3,Nitro S,Triple 18,1,2,3,4,5,1,1,1,1,1,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,50,50,50,50,50,18,0,,,18,18,40,,,18,7,5,,,7,0,0,,,0,11,35,,,11,18,0,,,18,Fertilizante edafico,Fertilizante edafico,,,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizante quimico,Fertilizacion edafica,Fertilizacion edafica,,,Fertilizacion edafica,NUTRIMON,YARA,,,NUTRIMON,1,,,,,,50,50,50,50,50,potachuelo,Tolima,ESPINAL,,73268013,Fedearroz 60,5,Matched (3)
ES1006,3,2,triple 18,amidas,fase 3,nitratos,,Triple 18,YaraVera AMIDAS,(Nutrimon) Ecofertil fase 3,Nitrabor,,1,2,3,4,,1,1,1,1,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,50,50,,18,0,,0,,18,40,,15.4,,7,5,,1.3,,0,0,,14.1,,11,35,,0,,18,0,,0,,Fertilizante edafico,Fertilizante edafico,,Fertilizante edafico,,Fertilizante quimico,Fertilizante quimico,,Fertilizante quimico,,Fertilizante quimico,Fertilizante quimico,,Fertilizante quimico,,Fertilizacion edafica,Fertilizacion edafica,,Fertilizacion edafica,,NUTRIMON,YARA,,YARA,,2,,,,,,50,50,50,50,,potachuelo,Tolima,ESPINAL,,73268013,Fedearroz 60,5,Matched (3)
ES1007,1,1,triple 18,sulfato de amonio,nitrogeno,,,Triple 18,Sulfato de Amonio,Urea,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,0,,,18,,46,,,7,,0,,,0,,0,,,11,,46,,,18,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,NUTRIMON,,,1,,,,,,50,50,50,,,laflorida,Tolima,ESPINAL,,73268005,Fedearroz 67,6,Matched (3)
ES1007,1,2,triple18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,150,50,,,,laflorida,Tolima,ESPINAL,,73268005,Fedearroz 67,6,Matched (3)
ES1007,1,3,triple 18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,150,50,,,,laflorida,Tolima,ESPINAL,,73268005,Fedearroz 67,6,Matched (3)
ES1007,1,4,fulfato de amonio,triple 18,,,,Sulfato de Amonio,Triple 18,,,,1,2,,,,1,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,4,,,,,,50,100,,,,laflorida,Tolima,ESPINAL,,73268005,Fedearroz 67,6,Matched (3)
ES1010,1,1,refu,triple 18,,,,YaraMila RAFOS,Triple 18,,,,1,2,,,,3,3,,,,Bultos,Bultos,,,,,,,,,50,50,,,,12,18,,,,12,18,,,,8.880000000000001,7,,,,3.2,0,,,,0,11,,,,24,18,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,YARA,NUTRIMON,,,,1,,,,,,150,150,,,,la fortuna,Tolima,ESPINAL,,73268004,Fedearroz ibis,9,Matched (3)
ES1010,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,150,,,,,la fortuna,Tolima,ESPINAL,,73268004,Fedearroz ibis,9,Matched (3)
ES1010,1,3,"triple 18, nitroesta","sulfato de amonio, cloruro de potasio",,,,Triple 18,Sulfato de amonio 21-0-0-24,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,21,,,,7,21,,,,0,0,,,,11,0,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,3,,,,,,100,50,,,,la fortuna,Tolima,ESPINAL,,73268004,Fedearroz ibis,9,Matched (3)
ES1010,1,4,,,,,,,,,,,1,,,,,1,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,50,,,,,la fortuna,Tolima,ESPINAL,,73268004,Fedearroz ibis,9,Matched (3)
ES1011,1,1,triple18,sulfato de amonio,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,4,4,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,200,,,,la esmetalda,Tolima,ESPINAL,,73268004,Fedearroz 67,3.5,Matched (3)
