,ID,DDE,Apli_Event,Index,Sow_Area,ModNamProd,Fert_Quant,Unit,Other_uni,Equiv_uni,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,Fert,Fert_type,Fert_type2,Qtity_L_ha,Qtity_Kl_ha,Location_1,Location_2,Variety,,,
149,DS4024,70,5,2,3.5,Nitro Xtend XP 46N,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,15,,,
162,DS4025,8,1,3,4,FertiCROP Arroz Desarrollo,2,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,4,,,
163,DS4026,18,2,1,12,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,8,6,,,
167,DS4026,30,3,1,12,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,8,6,,,
179,DS4027,10,1,2,9,DAP 18-46-0,2,5,NA,50,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,4,,,
186,DS4027,30,3,1,9,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,4,,,
189,DS4027,45,4,1,9,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,4,,,
205,DS4030,35,2,2,4,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,4,,,
211,DS4031,25,2,1,4,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,15,,,
216,DS4031,60,4,1,4,YaraVera Nitramid,2,5,NA,50,0,34,0.5,5.8,27.7,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,15,,,
221,DS4032,27,2,2,1.5,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
222,DS4032,27,2,3,1.5,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
226,DS4033,25,1,1,1,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,6,,,
228,DS4033,55,3,1,1,Ecofertil Fase 3,2,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,6,,,
229,DS4033,70,4,1,1,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,6,,,
231,DS4034,35,2,2,3,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,12,,,
233,DS4034,50,3,1,3,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,12,,,
237,DS4034,65,4,2,3,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,12,,,
238,DS4035,25,1,1,5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
239,DS4035,25,1,2,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
240,DS4035,25,1,3,5,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
244,DS4035,55,3,1,5,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
251,DS4036,30,2,2,5,Patentkali,2,5,NA,50,30,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,7,,,
254,DS4036,45,3,2,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,7,,,
260,DS4037,45,2,1,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
266,DS4037,85,4,1,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
268,DS4037,90,5,1,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
271,DS4038,30,2,1,14,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,8,,,
275,DS4038,54,4,2,14,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,8,,,
277,DS4039,20,1,1,5,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,4,,,
281,DS4039,75,5,1,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,4,,,
282,DS4040,20,1,1,11,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,3,13,,,
288,DS4040,50,3,1,11,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,3,13,,,
289,DS4040,50,3,2,11,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,3,13,,,
290,DS4040,50,3,3,11,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,3,13,,,
303,DS4041,85,5,1,4,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,5,,,
305,DS4042,12,1,2,6,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
307,DS4042,27,2,1,6,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
310,DS4042,57,4,1,6,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
311,DS4044,12,1,1,17,Fosforo,2,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,1,,,
312,DS4044,12,1,2,17,Potazinc,2,5,NA,50,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,1,,,
320,DS4045,20,1,1,7.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,1,,,
323,DS4045,35,2,1,7.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,1,,,
335,DS4046,12,1,2,8.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,8,,,
337,DS4046,27,2,1,8.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,8,,,
347,DS4047,20,2,1,5,Fosforo,2,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,7,,,
350,DS4047,40,3,1,5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,7,,,
356,DS4047,55,4,5,5,CosmoQuel Boro,2,5,NA,50,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,7,,,
360,DS4048,15,1,1,7,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,16,,,
361,DS4048,15,1,2,7,Patentkali,2,5,NA,50,30,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,16,,,
362,DS4048,15,1,3,7,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,16,,,
377,DS4050,12,1,2,6,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,3,12,,,
379,DS4050,28,2,1,6,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,3,12,,,
405,DS4053,65,4,1,4,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,15,1,,,
407,DS4053,80,5,1,4,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,15,1,,,
408,DS4054,12,1,1,6,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,15,1,,,
422,DS4055,25,2,1,10,Nitro Xtend XP 46N,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,4,,,
425,DS4055,37,3,1,10,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,4,,,
431,DS4056,30,2,1,2.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,1,1,,,
432,DS4056,30,2,2,2.5,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,1,1,,,
433,DS4056,30,2,3,2.5,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,1,1,,,
434,DS4056,45,3,1,2.5,YaraVera AMIDAS,2,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,1,1,,,
438,DS4056,60,4,1,2.5,YaraVera AMIDAS,2,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,1,1,,,
451,DS4058,12,1,1,10,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
455,DS4058,24,2,1,10,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
459,DS4058,24,2,5,10,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
460,DS4058,45,3,1,10,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
469,DS4111,60,4,1,60,NutriMAX,2,5,NA,50,15.5,15.5,0,0,20,15.5,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
471,DS4111,75,5,1,60,YaraVera AMIDAS,2,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
476,ES1001,46,5,1,4,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
480,ES1002,50,3,1,2,Balance Mix Active III,2,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
486,ES1004,20,2,2,9,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
487,ES1004,30,3,1,9,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
488,ES1004,40,4,1,9,Balance Mix Active III,2,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
490,ES1005,20,2,1,11,Fertilizante menores,2,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,3,,,
491,ES1005,20,2,2,11,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,3,,,
497,ES1005,45,4,1,11,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,3,,,
517,ES1007,60,4,2,6,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
521,ES1010,45,3,1,9,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,7,,,
527,ES1011,53,4,1,3.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
538,ES1013,20,3,1,0.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
539,ES1013,30,1,1,0.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
542,ES1013,30,4,1,0.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
544,ES1014,12,1,2,1.25,Sulfato de potasio,2,5,NA,50,50,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,5,,,
549,ES1014,35,3,2,1.25,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,5,,,
557,ES1016,35,2,1,5,Ecofertil Fase 3,2,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
558,ES1016,35,2,2,5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
568,ES1017,45,2,1,1,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
569,ES1017,45,2,2,1,Nitro Xtend XP 46N,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
570,ES1017,60,3,1,1,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
572,ES1017,75,4,1,1,Nitro Xtend XP 46N,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
574,ES1017,75,4,3,1,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
575,ES1019,20,1,1,1,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,16,,,
577,ES1019,35,2,2,1,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,16,,,
578,ES1019,45,3,1,1,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,16,,,
579,ES1019,45,3,2,1,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,16,,,
590,ES1022,30,1,1,17,Fertilizante menores,2,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
592,ES1022,40,2,1,17,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
593,ES1022,40,2,2,17,Fertilizante menores,2,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
602,ES1023,44,3,1,8,Ecofertil Fase 3,2,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,5,,,
603,ES1023,44,3,2,8,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,5,,,
604,ES1023,60,4,1,8,Nitro Xtend XP 46N,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,5,,,
605,ES1023,60,4,2,8,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,5,,,
606,ES1024,12,1,1,10,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
607,ES1024,12,1,2,10,Ecofertil Fase 3,2,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
608,ES1024,27,2,1,10,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
610,ES1024,40,3,1,10,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
611,ES1024,40,3,2,10,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
613,ES1024,55,4,1,10,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,5,1,,,
620,ES1026,60,3,1,1.25,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,7,,,
624,ES1026,70,4,2,1.25,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,7,,,
625,ES1027,25,1,1,1.25,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,8,1,,,
629,ES1027,49,3,1,1.25,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,8,1,,,
642,ES1029,65,4,1,1.25,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,7,,,
643,ES1029,65,4,2,1.25,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,7,,,
651,ES1031,28,2,2,1.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
652,ES1031,40,3,1,1.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
653,ES1031,40,3,2,1.5,YaraVera AMIDAS,2,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
654,ES1031,60,4,1,1.5,YaraVera AMIDAS,2,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
655,ES1031,60,4,2,1.5,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
656,ES1031,70,5,1,1.5,YaraVera AMIDAS,2,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,7,1,,,
658,ES1032,20,2,1,18,Ferti Hierro,2,5,NA,50,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,1,,,
660,ES1032,30,3,1,18,Ferti Hierro,2,5,NA,50,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,1,,,
662,ES1032,40,4,1,18,Ferti Hierro,2,5,NA,50,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,1,,,
664,ES1032,50,5,1,18,Ferti Hierro,2,5,NA,50,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,100,1,11,1,,,
696,ES1034,85,5,2,5,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,9,1,,,
697,ES1036,12,1,1,6,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,9,1,,,
711,ES1036,60,5,1,6,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,9,1,,,
718,ES1037,38,3,1,23,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,9,4,,,
726,ES1038,23,2,1,11,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,9,1,,,
738,ES1039,40,2,2,3,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,7,,,
745,ES1040,30,2,1,4,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
746,ES1040,30,2,2,4,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
748,ES1040,45,3,2,4,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
755,ES1041,50,3,3,3,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
759,ES1043,15,1,1,6,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,8,,,
769,ES1044,28,2,1,2,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,7,,,
772,ES1044,40,3,2,2,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,7,,,
773,ES1044,60,4,1,2,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,7,,,
781,ES1045,63,5,1,7.9,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
782,ES1045,63,5,2,7.9,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
783,ES1046,15,1,1,1.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
785,ES1046,25,2,1,1.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
787,ES1046,35,3,1,1.5,BALANCE MIX ACTIVE III (24-0-17-5-6),2,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
788,ES1046,35,3,2,1.5,Ecofertil Fase 3,2,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
789,ES1046,45,4,1,1.5,Sulfato de amonio 21-0-0-24,2,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
792,ES1046,60,5,1,1.5,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,1,,,
793,ES1048,20,1,1,2,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,13,,,
796,ES1048,30,2,1,2,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,13,,,
797,ES1048,30,2,2,2,FertiCrop Arroz Siembra 11-22-12+3MgO+3S,2,5,NA,50,12,11,8.6,0,2.39,22,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,13,,,
800,ES1048,50,4,1,2,Cloruro de Potasio,2,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,13,,,
801,ES1048,50,4,2,2,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,13,,,
802,ES1048,60,5,1,2,Urea,2,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,10,13,,,
803,ES1050,12,1,1,40,Triple 18,2,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,100,1,2,8,,,
