,ID,Fert_event,Triple 18,Urea,Sulfato de Amonio,Ecofertil fase 3,Cloruro de Potasio,YaraVera AMIDAS,NITRO XTENDÂ® 46 N,Patentkali,Fertilizantes menores,Nutrimon,DAP 18-46-0
1025,RS3001,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,RS3001,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,RS3001,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,RS3001,5,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
1029,RS3002,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,RS3002,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,RS3002,3,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA
1032,RS3002,4,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA
1033,RS3002,5,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA
1034,RS3003,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,RS3003,2,NA,NA,NA,NA,50,NA,150,NA,NA,NA,NA
1036,RS3003,3,NA,NA,NA,NA,150,NA,150,NA,NA,NA,NA
1037,RS3003,4,150,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
1038,RS3003,5,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,RS3004,1,NA,100,50,NA,75,NA,NA,NA,NA,NA,NA
1040,RS3004,2,NA,75,100,NA,100,NA,NA,NA,NA,NA,NA
1041,RS3004,3,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
1042,RS3004,4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,RS3004,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,RS3004,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,RS3005,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,RS3005,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,RS3005,3,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
1048,RS3005,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,RS3006,1,150,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1050,RS3006,2,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1051,RS3006,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1052,RS3006,4,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1053,RS3007,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,RS3008,1,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1055,RS3008,4,NA,NA,50,NA,50,100,NA,NA,NA,NA,NA
1056,RS3008,5,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1057,RS3009,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,RS3009,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,RS3009,3,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
1060,RS3009,4,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA
1061,RS3009,5,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1062,RS3010,1,NA,100,50,NA,100,NA,NA,NA,NA,NA,NA
1063,RS3010,2,NA,NA,75,NA,75,NA,100,NA,NA,NA,NA
1064,RS3010,3,NA,NA,200,NA,NA,50,NA,NA,NA,NA,NA
1065,RS3010,4,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,RS3012,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,RS3013,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,RS3013,2,NA,100,200,200,NA,NA,NA,NA,NA,NA,NA
1069,RS3014,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,RS3014,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,RS3014,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1072,RS3014,4,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
1073,RS3015,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,RS3015,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,RS3015,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,RS3016,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,RS3016,2,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1078,RS3017,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,RS3017,2,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
1080,RS3017,3,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,RS3017,4,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
1082,RS3018,1,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,RS3018,2,NA,NA,NA,200,NA,NA,150,NA,NA,NA,NA
1084,RS3018,3,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1085,RS3018,4,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1086,RS3018,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,RS3019,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,RS3019,2,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1089,RS3019,3,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
1090,RS3019,4,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1091,RS3020,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,RS3020,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,RS3020,3,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
1094,RS3020,4,NA,100,NA,NA,50,NA,NA,NA,NA,NA,NA
1095,RS3021,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,RS3021,2,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1097,RS3021,3,50,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
1098,RS3021,4,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,RS3022,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,RS3022,2,150,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
1101,RS3022,3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,RS3022,4,150,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
1103,RS3023,1,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,RS3023,2,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
1105,RS3023,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1106,RS3023,4,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
1107,RS3024,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,RS3024,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,RS3024,3,200,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
1110,RS3024,4,200,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1111,RS3025,1,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1112,RS3025,2,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
1113,RS3025,3,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
1114,RS3025,5,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
1115,RS3026,1,NA,NA,NA,NA,NA,NA,NA,NA,20,75,NA
1116,RS3026,2,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
1117,RS3026,3,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
1118,RS3026,4,NA,NA,50,NA,50,NA,75,NA,NA,NA,NA
1119,RS3027,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,RS3027,2,NA,NA,NA,NA,75,NA,100,NA,NA,NA,75
1121,RS3027,3,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
1122,RS3027,4,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
1123,RS3027,5,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
1124,RS3028,1,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1125,RS3028,3,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
1126,RS3028,4,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
1127,RS3028,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,RS3029,2,NA,75,25,NA,25,NA,NA,NA,NA,NA,NA
1129,RS3029,3,NA,75,50,NA,12.5,NA,NA,NA,NA,NA,NA
1130,RS3029,4,NA,62.5,NA,NA,50,NA,NA,NA,NA,NA,NA
1131,RS3029,5,NA,62.5,NA,NA,50,NA,NA,NA,NA,NA,NA
1132,RS3030,2,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA
1133,RS3030,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
1134,RS3031,1,NA,150,50,NA,50,NA,NA,NA,NA,NA,NA
1135,RS3031,2,NA,NA,50,NA,50,NA,100,NA,NA,NA,NA
1136,RS3031,3,NA,75,25,NA,25,NA,NA,NA,NA,NA,NA
1137,RS3031,4,NA,75,NA,NA,25,NA,NA,NA,NA,NA,NA
1138,RS3032,1,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,RS3032,2,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
1140,RS3032,4,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA
1141,RS3032,5,NA,50,50,NA,NA,NA,NA,50,NA,NA,NA
1142,RS3033,1,200,170,NA,NA,NA,NA,NA,NA,100,NA,NA
1143,RS3033,2,NA,50,NA,NA,NA,NA,NA,NA,100,NA,NA
1144,RS3033,3,NA,50,NA,NA,NA,NA,NA,NA,100,NA,NA
1145,RS3033,4,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,RS3034,1,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1147,RS3034,2,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1148,RS3034,3,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1149,RS3034,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1150,RS3035,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,RS3035,2,NA,NA,50,NA,NA,NA,0,NA,NA,NA,NA
1152,RS3035,3,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
1153,RS3035,4,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1154,RS3036,1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,RS3036,2,NA,150,50,NA,NA,NA,NA,NA,NA,NA,NA
1156,RS3036,3,0,200,NA,NA,NA,NA,NA,100,NA,NA,NA
1157,RS3036,4,NA,200,NA,NA,100,NA,NA,NA,NA,NA,NA
1158,RS3036,5,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,RS3037,1,150,100,NA,NA,150,NA,NA,NA,NA,NA,NA
1160,RS3037,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,RS3037,3,NA,100,NA,NA,50,NA,NA,NA,NA,NA,NA
1162,RS3037,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,RS3037,5,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,RS3038,1,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,RS3038,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,RS3038,3,NA,100,100,NA,100,NA,NA,NA,NA,NA,NA
1167,RS3038,4,NA,50,100,NA,100,NA,NA,NA,NA,NA,NA
1168,RS3038,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,RS3039,1,150,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1170,RS3039,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,RS3040,1,200,150,200,NA,NA,NA,NA,NA,NA,NA,NA
1172,RS3040,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1173,RS3040,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1174,RS3040,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,RS3040,5,NA,50,0,NA,50,NA,NA,NA,NA,NA,NA
1176,RS3041,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,RS3041,2,50,70,NA,NA,50,NA,NA,NA,NA,NA,NA
1178,RS3041,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1179,RS3041,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1180,RS3041,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,RS3042,1,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
1182,RS3042,2,NA,100,NA,NA,NA,NA,NA,75,NA,NA,NA
1183,RS3042,3,NA,100,25,NA,NA,NA,NA,100,NA,NA,NA
1184,RS3042,4,NA,100,25,NA,NA,NA,NA,75,NA,NA,NA
1185,RS3042,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,RS3043,1,100,75,NA,NA,75,NA,NA,NA,NA,NA,NA
1187,RS3043,2,NA,75,100,NA,100,NA,NA,NA,NA,NA,NA
1188,RS3043,3,NA,100,100,NA,75,NA,NA,NA,NA,NA,NA
1189,RS3043,4,NA,75,100,NA,100,NA,NA,NA,NA,NA,NA
1190,RS3043,5,NA,75,75,NA,75,NA,NA,NA,NA,NA,NA
1191,RS3044,1,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,RS3044,2,NA,80,200,NA,NA,NA,NA,NA,NA,NA,NA
1193,RS3044,3,NA,100,20,NA,NA,NA,NA,NA,NA,NA,NA
1194,RS3044,4,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,RS3044,5,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,RS3045,1,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,RS3045,2,75,75,NA,NA,50,NA,NA,NA,NA,NA,NA
1198,RS3045,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1199,RS3045,4,NA,100,NA,NA,50,NA,NA,NA,NA,NA,NA
1200,RS3046,1,NA,100,75,NA,75,NA,NA,NA,NA,NA,250
1201,RS3046,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1202,RS3046,3,NA,75,50,NA,50,NA,NA,NA,NA,NA,NA
1203,RS3046,4,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,RS3047,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,RS3047,2,150,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,RS3047,3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,RS3047,4,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,RS3048,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,RS3048,2,NA,100,NA,NA,50,NA,NA,NA,NA,NA,NA
1210,RS3048,3,NA,115,NA,NA,50,NA,NA,NA,NA,NA,NA
1211,RS3048,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,RS3049,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,RS3049,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,RS3049,3,NA,100,50,NA,NA,NA,NA,50,NA,NA,NA
1215,RS3049,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,RS3050,1,NA,100,50,NA,50,NA,NA,NA,50,NA,NA
1217,RS3050,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1218,RS3050,3,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA
1219,RS3050,4,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,RS3050,5,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,RS3050,6,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,RS3051,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,RS3051,2,100,NA,NA,NA,50,NA,NA,NA,NA,NA,50
1224,RS3051,3,NA,50,50,NA,50,NA,NA,NA,NA,NA,NA
1225,RS3051,4,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
1226,RS3051,5,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,RS3052,1,51,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,RS3052,2,100,50,NA,NA,50,NA,NA,NA,NA,NA,NA
1229,RS3052,3,50,50,NA,NA,50,NA,NA,NA,NA,NA,NA
1230,RS3052,4,150,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
1231,RS3053,1,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
1232,RS3053,3,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
1233,RS3053,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1234,RS3053,5,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
1235,RS3054,3,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA
1236,RS3054,5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,RS3055,1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,RS3055,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,RS3055,4,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
1240,RS3055,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,RS3056,1,NA,150,50,NA,NA,NA,NA,NA,NA,NA,NA
1242,RS3056,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,RS3056,3,100,50,NA,NA,50,NA,NA,NA,NA,NA,NA
1244,RS3056,4,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1245,RS3056,5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,RS3057,1,NA,50,50,NA,50,NA,NA,NA,NA,NA,50
1247,RS3057,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,50
1248,RS3057,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1249,RS3057,4,NA,150,50,NA,NA,NA,NA,NA,NA,NA,NA
1250,RS3057,5,NA,100,200,NA,200,NA,NA,NA,NA,NA,NA
1251,RS3058,1,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
1252,RS3058,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,RS3058,3,NA,50,100,NA,NA,NA,NA,NA,NA,NA,NA
1254,RS3058,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,RS3059,2,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
1256,RS3059,3,NA,NA,50,NA,NA,100,NA,50,NA,NA,NA
1257,RS3059,4,NA,NA,NA,NA,NA,100,NA,50,NA,NA,NA
1258,RS3059,5,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1259,RS3060,1,NA,100,NA,NA,NA,NA,NA,NA,20,NA,NA
1260,RS3060,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,RS3060,3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,RS3060,4,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1263,RS3061,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,RS3061,2,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1265,RS3061,3,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1266,RS3061,4,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
1267,RS3061,5,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
1268,RS3062,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,RS3062,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,RS3062,3,NA,50,100,NA,NA,NA,NA,NA,NA,NA,NA
1271,RS3062,4,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1272,RS3062,5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,RS3063,1,NA,100,NA,NA,NA,NA,NA,NA,50,NA,NA
1274,RS3063,2,NA,200,50,NA,NA,NA,NA,NA,NA,NA,NA
1275,RS3063,3,NA,150,NA,NA,75,NA,NA,NA,NA,NA,NA
1276,RS3063,4,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
1277,RS3063,5,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,RS3064,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,RS3064,2,NA,100,50,NA,25,NA,NA,NA,25,NA,NA
1280,RS3064,3,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1281,RS3064,4,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
1282,RS3064,5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,RS3065,1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,RS3065,2,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,RS3065,3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,RS3065,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,RS3065,5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,RS3066,1,50,100,NA,NA,NA,NA,NA,NA,0,NA,50
1289,RS3066,2,NA,50,50,NA,NA,NA,NA,NA,NA,NA,50
1290,RS3066,3,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1291,RS3066,4,NA,100,50,NA,NA,NA,NA,NA,NA,NA,NA
1292,RS3067,1,NA,NA,100,NA,50,NA,NA,NA,NA,NA,100
1293,RS3067,2,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1294,RS3067,3,NA,100,50,NA,25,NA,NA,NA,NA,NA,NA
1295,RS3067,4,NA,100,50,NA,50,NA,NA,NA,NA,NA,NA
1296,RS3067,5,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA
1297,RS3143,1,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA
1298,RS3143,2,50,100,NA,NA,50,NA,NA,NA,NA,NA,NA
1299,RS3143,3,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA
1300,RS3143,4,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
