a10,g7_1,a12,insumo_num,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,_merge,a11,a12a,a13,ax_2,f4_1,f5_1,g10_1,g10_2,g10_3,g10_4,g10_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g9_1,g9_2,g9_3,g9_4,g9_5,id_lote_g6,row,g10_c,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,cantidad_litros_ha,cantidad_kilos_ha,Tipo_Nivel_0,Tipo_Nivel_1
ES1080,2,IBAGUÉ,3,,NUTRIMON,,ARROCERO,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,dap,urea,kcl,elementos menores,,50.0,50.0,50.0,,,1.5,2.0,0.5,25.0,,Bultos,Bultos,Bultos,Kilos,,,,,,,1.0,2.0,3.0,4.0,,1,2,KCl,,,,,,,,25.0,,
ES1080,2,IBAGUÉ,4,,NUTRIMON,,ARROCERO,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,dap,urea,kcl,elementos menores,,50.0,50.0,50.0,,,1.5,2.0,0.5,25.0,,Bultos,Bultos,Bultos,Kilos,,,,,,,1.0,2.0,3.0,4.0,,1,2,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,25.0,Fertilizante edafico,Fertilizante quimico
ES1080,3,IBAGUÉ,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,icorcal,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1080,3,IBAGUÉ,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,icorcal,,,,50.0,50.0,,,,2.0,1.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,3,KORN KALI + B,,,,,,,,50.0,,
ES1080,4,IBAGUÉ,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,sam,kcl,,,50.0,50.0,50.0,,,1.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1080,4,IBAGUÉ,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,sam,kcl,,,50.0,50.0,50.0,,,1.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Sulfato de amonio SAM,,,,,,,,50.0,,
ES1080,4,IBAGUÉ,3,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,sam,kcl,,,50.0,50.0,50.0,,,1.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,KCl,,,,,,,,50.0,,
ES1080,5,IBAGUÉ,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,sam,paticali,,,50.0,50.0,50.0,,,1.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,5,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1080,5,IBAGUÉ,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,sam,paticali,,,50.0,50.0,50.0,,,1.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,5,Sulfato de amonio SAM,,,,,,,,50.0,,
ES1080,5,IBAGUÉ,3,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,sinai,Fedearroz 70,8.0,urea,sam,paticali,,,50.0,50.0,50.0,,,1.0,1.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,5,PATENKALI,,,,,,,,50.0,,
ES1081,1,PIEDRAS,1,,NUTRIMON,,,ARROCERO,,Fertilizacion edafica,,,Fertilizacion edafica,,Fertilizante quimico,,,Fertilizante quimico,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,azufre,kcl,elementos menores,50.0,50.0,25.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,1.0,2.0,3.0,4.0,5.0,1,1,DAP,,,,,,,,50.0,,
ES1081,1,PIEDRAS,2,,NUTRIMON,,,ARROCERO,,Fertilizacion edafica,,,Fertilizacion edafica,,Fertilizante quimico,,,Fertilizante quimico,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,azufre,kcl,elementos menores,50.0,50.0,25.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,1.0,2.0,3.0,4.0,5.0,1,1,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1081,1,PIEDRAS,3,,NUTRIMON,,,ARROCERO,,Fertilizacion edafica,,,Fertilizacion edafica,,Fertilizante quimico,,,Fertilizante quimico,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,azufre,kcl,elementos menores,50.0,50.0,25.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,1.0,2.0,3.0,4.0,5.0,1,1,Azufre,,,,,,,,25.0,,
ES1081,1,PIEDRAS,4,,NUTRIMON,,,ARROCERO,,Fertilizacion edafica,,,Fertilizacion edafica,,Fertilizante quimico,,,Fertilizante quimico,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,azufre,kcl,elementos menores,50.0,50.0,25.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,1.0,2.0,3.0,4.0,5.0,1,1,KCl,,,,,,,,50.0,,
ES1081,1,PIEDRAS,5,,NUTRIMON,,,ARROCERO,,Fertilizacion edafica,,,Fertilizacion edafica,,Fertilizante quimico,,,Fertilizante quimico,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,azufre,kcl,elementos menores,50.0,50.0,25.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,1.0,2.0,3.0,4.0,5.0,1,1,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1081,2,PIEDRAS,1,,NUTRIMON,,ARROCERO,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,kcl,elementos menores,,50.0,50.0,50.0,50.0,,1.0,1.0,1.0,3.846153846153846,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,2,DAP,,,,,,,,50.0,,
ES1081,2,PIEDRAS,2,,NUTRIMON,,ARROCERO,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,kcl,elementos menores,,50.0,50.0,50.0,50.0,,1.0,1.0,1.0,3.846153846153846,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,2,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
ES1081,2,PIEDRAS,3,,NUTRIMON,,ARROCERO,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,kcl,elementos menores,,50.0,50.0,50.0,50.0,,1.0,1.0,1.0,3.846153846153846,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,2,KCl,,,,,,,,50.0,,
ES1081,2,PIEDRAS,4,,NUTRIMON,,ARROCERO,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,map,urea,kcl,elementos menores,,50.0,50.0,50.0,50.0,,1.0,1.0,1.0,3.846153846153846,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,2,Fertilizante menores,0.0,0.0,0.0,0.0,0.0,3.0,,192.30769,Fertilizante edafico,Fertilizante quimico
ES1081,3,PIEDRAS,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,urea,sam,kcl,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
ES1081,3,PIEDRAS,2,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,urea,sam,kcl,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Sulfato de amonio SAM,,,,,,,,100.0,,
ES1081,3,PIEDRAS,3,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,urea,sam,kcl,,,50.0,50.0,50.0,,,2.0,2.0,1.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,KCl,,,,,,,,50.0,,
ES1081,4,PIEDRAS,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,urea,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
ES1081,5,PIEDRAS,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73547005,lote20,Panorama,13.0,urea revestido,,,,,50.0,,,,,3.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,5,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
GV5004,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,La ilusion,Fedearroz 67,0.25,"triple 18, sulfato",,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
GV5004,2,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,La ilusion,Fedearroz 67,0.25,"triple 18, sulfato",,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
GV5004,3,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,La ilusion,Fedearroz 67,0.25,"triple 18, sulfato",,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
GV5004,4,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268024,La ilusion,Fedearroz 67,0.25,triple 18 y sulfato,,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,50.0,Fertilizante edafico,Fertilizante quimico
GV5005,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,triple 18 yara,,,,,50.0,50.0,50.0,50.0,,4.0,6.0,5.0,4.0,,Bultos,Bultos,Bultos,Bultos,,,,,,,1.0,2.0,3.0,4.0,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
GV5005,2,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,triple 18,,,,,50.0,,,,,8.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,400.0,Fertilizante edafico,Fertilizante quimico
GV5005,3,ESPINAL,1,MICROSEM,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,"microsen,",cloruro de potasio,triple 18,,,50.0,50.0,50.0,,,8.0,4.0,4.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Microsem,5.0,0.0,0.0,0.0,0.0,0.0,,400.0,Fertilizante edafico,Fertilizante quimico
GV5005,3,ESPINAL,2,MICROSEM,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,"microsen,",cloruro de potasio,triple 18,,,50.0,50.0,50.0,,,8.0,4.0,4.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,KCl,,,,,,,,200.0,,
GV5005,3,ESPINAL,3,MICROSEM,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,"microsen,",cloruro de potasio,triple 18,,,50.0,50.0,50.0,,,8.0,4.0,4.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,3,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,200.0,Fertilizante edafico,Fertilizante quimico
GV5005,4,ESPINAL,1,NUTRIMON,,MICROSEM,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,triple 18,cloruro de potacio,microsen,,,50.0,50.0,50.0,,,8.0,8.0,6.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,400.0,Fertilizante edafico,Fertilizante quimico
GV5005,4,ESPINAL,2,NUTRIMON,,MICROSEM,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,triple 18,cloruro de potacio,microsen,,,50.0,50.0,50.0,,,8.0,8.0,6.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,KCl,,,,,,,,400.0,,
GV5005,4,ESPINAL,3,NUTRIMON,,MICROSEM,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,triple 18,cloruro de potacio,microsen,,,50.0,50.0,50.0,,,8.0,8.0,6.0,,,Bultos,Bultos,Bultos,,,,,,,,1.0,2.0,3.0,,,1,4,Microsem,5.0,0.0,0.0,0.0,0.0,0.0,,300.0,Fertilizante edafico,Fertilizante quimico
GV5005,5,ESPINAL,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268017,alejandria 8,Fedearroz 67,5.0,amida,,,,,50.0,,,,,4.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,5,YaraVera AMIDAS,0.0,40.0,5.0,0.0,35.0,0.0,,200.0,Fertilizante edafico,Fertilizante quimico
GV5006,1,ESPINAL,1,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,triple 18,,,,,50.0,,,,,150.0,,,,,Kilos,,,,,,,,,,1.0,,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,150.0,Fertilizante edafico,Fertilizante quimico
GV5006,2,ESPINAL,1,NUTRIMON,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitrogeno,potacio,nitrogeno,,,,,,,,100.0,100.0,100.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,2,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
GV5006,2,ESPINAL,2,NUTRIMON,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitrogeno,potacio,nitrogeno,,,,,,,,100.0,100.0,100.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,2,PotaZinc,,,,,,,,100.0,,
GV5006,2,ESPINAL,3,NUTRIMON,,NUTRIMON,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitrogeno,potacio,nitrogeno,,,,,,,,100.0,100.0,100.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,2,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
GV5006,3,ESPINAL,1,NUTRIMON,,QUIMIFER,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitrogeno,sulfato de amonio,sulfato de potacio,,,,,,,,100.0,50.0,50.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,3,Urea,0.0,46.0,0.0,0.0,46.0,0.0,,100.0,Fertilizante edafico,Fertilizante quimico
GV5006,3,ESPINAL,2,NUTRIMON,,QUIMIFER,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitrogeno,sulfato de amonio,sulfato de potacio,,,,,,,,100.0,50.0,50.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,3,Sulfato de Amonio,,,,,,,,50.0,,
GV5006,3,ESPINAL,3,NUTRIMON,,QUIMIFER,,,Fertilizacion edafica,,Fertilizacion edafica,,,Fertilizante quimico,,Fertilizante quimico,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitrogeno,sulfato de amonio,sulfato de potacio,,,,,,,,100.0,50.0,50.0,,,Kilos,Kilos,Kilos,,,,,,,,1.0,2.0,3.0,,,1,3,Sulfato de potasio,50.0,0.0,0.0,0.0,0.0,0.0,,50.0,Fertilizante edafico,Fertilizante quimico
GV5006,4,ESPINAL,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,fase 3,,,,,,,,,,200.0,,,,,Kilos,,,,,,,,,,1.0,,,,,1,4,(Nutrimon) Ecofertil fase 3,,,,,,,,200.0,,
GV5006,5,ESPINAL,1,YARA,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,73268002,BARCELONA,Fedearroz 2020,6.8,nitramin,,,,,,,,,,150.0,,,,,Kilos,,,,,,,,,,1.0,,,,,1,5,YaraVera Nitramid,0.0,34.0,0.5,5.8,27.7,0.0,,150.0,Fertilizante edafico,Fertilizante quimico
GV5008,1,ESPINAL,1,,AGRO ACTIVO,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,ppolia,foliares,,,,,,,,,1.0,8.0,,,,Litros,Litros,,,,,,,,,1.0,2.0,,,,1,1,ppolia,,,,,,,1.0,,,
GV5008,1,ESPINAL,2,,AGRO ACTIVO,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,ppolia,foliares,,,,,,,,,1.0,8.0,,,,Litros,Litros,,,,,,,,,1.0,2.0,,,,1,1,Tottal,3.08,13.85,0.0,0.0,13.85,7.69,8.0,,Fertilizante foliar,Fertilizante quimico
GV5008,2,ESPINAL,1,CENAGRO,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,fertifoliar,,,,,,,,,,1.0,,,,,Litros,,,,,,,,,,1.0,,,,,1,2,Fertifoliar,6.87,7.31,1.13,1.13,5.06,21.27,1.0,,Fertilizante foliar,Fertilizante quimico
GV5008,3,ESPINAL,1,,,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,nitrato de potacio,nitato de potacio,formador 2000,,,,,,,,1.0,8.0,1.0,,,Kilos,Kilos,Litros,,,,,,,,1.0,2.0,3.0,,,1,3,Nitrato de Potasio,,,,,,,,1.0,,
GV5008,3,ESPINAL,2,,,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,nitrato de potacio,nitato de potacio,formador 2000,,,,,,,,1.0,8.0,1.0,,,Kilos,Kilos,Litros,,,,,,,,1.0,2.0,3.0,,,1,3,Nitrato de Potasio,,,,,,,,8.0,,
GV5008,3,ESPINAL,3,,,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,nitrato de potacio,nitato de potacio,formador 2000,,,,,,,,1.0,8.0,1.0,,,Kilos,Kilos,Litros,,,,,,,,1.0,2.0,3.0,,,1,3,Formador 2000,10.71,5.14,1.0,3.07,1.07,14.29,1.0,,Fertilizante foliar,Fertilizante quimico
GV5008,4,ESPINAL,1,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,formador 2000,nitrato de potacio,,,,,,,,,8.0,1.0,,,,Litros,Kilos,,,,,,,,,1.0,2.0,,,,1,4,Formador 2000,10.71,5.14,1.0,3.07,1.07,14.29,8.0,,Fertilizante foliar,Fertilizante quimico
GV5008,4,ESPINAL,2,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,formador 2000,nitrato de potacio,,,,,,,,,8.0,1.0,,,,Litros,Kilos,,,,,,,,,1.0,2.0,,,,1,4,Nitrato de Potasio,,,,,,,,1.0,,
GV5008,5,ESPINAL,1,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,formador 2000,,,,,,,,,,1.0,,,,,Litros,,,,,,,,,,1.0,,,,,1,5,Formador 2000,10.71,5.14,1.0,3.07,1.07,14.29,1.0,,Fertilizante foliar,Fertilizante quimico
GV5008,6,ESPINAL,1,HALCON COLOMBIA,,,,,Fertilizacion foliar,,,,,Fertilizante quimico,,,,,Matched (3),Tolima,,99,la pola,Fedearroz 67,7.5,formador 2000,,,,,,,,,,1.0,,,,,Litros,,,,,,,,,,1.0,,,,,1,6,Formador 2000,10.71,5.14,1.0,3.07,1.07,14.29,1.0,,Fertilizante foliar,Fertilizante quimico
GV5009,1,GUAMO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,triunfo,Fedearroz 67,8.0,sulfato de amonio,triple 18,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Sulfato de Amonio,,,,,,,,100.0,,
GV5009,1,GUAMO,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,triunfo,Fedearroz 67,8.0,sulfato de amonio,triple 18,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,1,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
GV5009,2,GUAMO,1,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,triunfo,Fedearroz 67,8.0,sulfato amonio,triple 18,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Sulfato de Amonio,,,,,,,,100.0,,
GV5009,2,GUAMO,2,,NUTRIMON,,,,,Fertilizacion edafica,,,,,Fertilizante quimico,,,,Matched (3),Tolima,,73319023,triunfo,Fedearroz 67,8.0,sulfato amonio,triple 18,,,,50.0,50.0,,,,2.0,2.0,,,,Bultos,Bultos,,,,,,,,,1.0,2.0,,,,1,2,Triple 18,18.0,18.0,7.0,0.0,11.0,18.0,,100.0,Fertilizante edafico,Fertilizante quimico
GV5009,3,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319023,triunfo,Fedearroz 67,8.0,face tres,,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,3,(Nutrimon) Ecofertil fase 3,,,,,,,,50.0,,
GV5009,4,GUAMO,1,,,,,,,,,,,,,,,,Matched (3),Tolima,,73319023,triunfo,Fedearroz 67,8.0,activa tres,,,,,50.0,,,,,1.0,,,,,Bultos,,,,,,,,,,1.0,,,,,1,4,Balance Mix - Active 3,,,,,,,,50.0,,
